transaction_id,transaction_date,customer_id,product_name,quantity,price,payment_method,transaction_status,total_value,order_size,transaction_year,transaction_month,high_value_transaction
T13326,2020-03-10,C2516,laptop,5.0,176.5140144,credit card,completed,882.570072,regular,2020.0,3.0,False
T47730,2021-07-11,C918,smartphone,5.0,525.3792688,cash,pending,2626.8963439999998,regular,2021.0,7.0,True
T13338,2023-07-06,C4063,smartphone,914.0,804.0884626,paypal,complete,734936.8548164,bulk,2023.0,7.0,True
T13344,2021-04-09,C1104,laptop,630.0,75.10093537,credit card,unknown,47313.5892831,bulk,2021.0,4.0,True
T13350,2021-04-03,C176,laptop,7.0,525.3792688,credit card,pending,3677.6548816,regular,2021.0,4.0,True
T13352,2024-12-04,C2677,smartphone,611.0,525.3792688,pay pal,unknown,321006.7332368,bulk,2024.0,12.0,True
T13361,2022-09-04,C2552,coffee machine,4.0,550.7623478,credit card,completed,2203.0493912,regular,2022.0,9.0,True
T13366,2021-03-07,C030,laptop,4.0,525.3792688,pay pal,failed,2101.5170752,regular,2021.0,3.0,True
T13381,2023-01-12,C4898,laptop,5.0,936.3446982,paypal,failed,4681.723491000001,regular,2023.0,1.0,True
T13395,2024-03-09,C1720,smartphone,6.0,204.3779114,cash,complete,1226.2674683999999,regular,2024.0,3.0,False
T13398,2025-01-02,C4639,smartphone,210.0,565.67,creditcard,pending,118790.7,bulk,2025.0,1.0,True
T13402,2022-09-07,C1445,laptop,397.0,554.9794343,pay pal,complete,220326.8354171,bulk,2022.0,9.0,True
T13403,2023-09-06,C4918,tablet,537.0,301.5395354,pay pal,pending,161926.7305098,bulk,2023.0,9.0,True
T13405,2021-01-10,C1299,headphones,143.0,445.4478612,cash,unknown,63699.0441516,bulk,2021.0,1.0,True
T13406,2024-02-09,C1122,smartphone,366.0,706.35,cash,completed,258524.1,bulk,2024.0,2.0,True
T13407,2023-12-10,C2532,smartphone,4.0,525.3792688,pay pal,unknown,2101.5170752,regular,2023.0,12.0,True
T13417,2024-04-04,C4505,coffee machine,452.0,87.43741992,paypal,completed,39521.71380384,bulk,2024.0,4.0,True
T13421,2022-05-09,C1682,laptop,7.0,309.4000947,paypal,unknown,2165.8006629,regular,2022.0,5.0,True
T13445,2025-06-01,C3326,laptop,4.0,772.4703528,paypal,failed,3089.8814112,regular,2025.0,6.0,True
T13447,2021-02-01,C2301,headphones,3.0,862.0669359,paypal,pending,2586.2008077,regular,2021.0,2.0,True
T13448,2020-02-05,C089,coffee machine,421.0,501.9871017,paypal,unknown,211336.5698157,bulk,2020.0,2.0,True
T13475,2020-11-12,C4616,smartphone,862.0,914.1794571,cash,completed,788022.6920202001,bulk,2020.0,11.0,True
T13483,2021-08-06,C2130,laptop,9.0,525.3792688,paypal,completed,4728.4134192,regular,2021.0,8.0,True
T13485,2021-02-12,C3573,headphones,6.0,67.73118713,credit card,unknown,406.38712277999997,regular,2021.0,2.0,False
T13501,2020-04-12,C3820,sm,2.0,525.3792688,paypal,completed,1050.7585376,regular,2020.0,4.0,False
T13509,2024-10-05,C1078,headphones,2.0,525.3792688,credit card,completed,1050.7585376,regular,2024.0,10.0,False
T13517,2021-01-01,C2249,headphones,625.0,299.776122,paypal,completed,187360.07624999998,bulk,2021.0,1.0,True
T13533,2020-01-05,C4418,coffee machine,4.0,525.3792688,paypal,complete,2101.5170752,regular,2020.0,1.0,True
T13549,2024-09-12,C1701,laptop,589.0,936.5800698,paypal,unknown,551645.6611122,bulk,2024.0,9.0,True
T13563,2022-07-12,C2022,lapt,104.0,172.5648848,creditcard,failed,17946.7480192,bulk,2022.0,7.0,True
T13564,2020-06-08,C4246,smartphone,3.0,460.846193,paypal,pending,1382.538579,regular,2020.0,6.0,False
T13571,2024-09-04,C4369,coffee machine,3.0,525.3792688,creditcard,unknown,1576.1378064,regular,2024.0,9.0,False
T13574,2022-06-01,C2188,laptop,5.0,267.9698487,credit card,completed,1339.8492435,regular,2022.0,6.0,False
T13592,2021-12-05,C1801,headphones,6.0,331.74,pay pal,failed,1990.44,regular,2021.0,12.0,False
T13597,2023-11-12,C2521,laptop,517.0,457.9447313,paypal,completed,236757.4260821,bulk,2023.0,11.0,True
T13608,2024-04-09,C1303,tablet,5.0,525.3792688,paypal,completed,2626.8963439999998,regular,2024.0,4.0,True
T13634,2023-10-06,C2301,laptop,9.0,681.8002251,credit card,failed,6136.2020259,regular,2023.0,10.0,True
T13638,2022-08-03,C3887,smartphone,2.0,714.966865,cash,completed,1429.93373,regular,2022.0,8.0,False
T13648,2021-10-03,C4943,coffee machine,5.0,956.2001282,paypal,complete,4781.000641,regular,2021.0,10.0,True
T13664,2020-01-08,unknown,smart,2.0,942.5810106,credit card,complete,1885.1620212,regular,2020.0,1.0,False
T13665,2024-12-03,C716,coffee machine,5.0,244.4622647,credit card,completed,1222.3113235,regular,2024.0,12.0,False
T13676,2021-07-08,C1569,tablet,6.0,463.7477068,creditcard,pending,2782.4862408,regular,2021.0,7.0,True
T13702,2023-01-07,C1656,coffee machine,608.0,838.9758462,credit card,unknown,510097.3144896,bulk,2023.0,1.0,True
T13709,2022-06-06,C3583,tablet,7.0,636.632958,credit card,completed,4456.430706,regular,2022.0,6.0,True
T13720,2020-12-10,C4501,coffee machine,10.0,525.3792688,cash,completed,5253.7926879999995,regular,2020.0,12.0,True
T13730,2023-06-10,C1058,headphones,6.0,525.3792688,paypal,complete,3152.2756128,regular,2023.0,6.0,True
T13739,2020-12-08,C2838,coffee machine,9.0,525.3792688,credit card,failed,4728.4134192,regular,2020.0,12.0,True
T13746,2023-10-06,C3131,coffee machine,8.0,709.7403605,pay pal,completed,5677.922884,regular,2023.0,10.0,True
T13748,2020-02-03,C218,tablet,870.0,525.3792688,paypal,unknown,457079.963856,bulk,2020.0,2.0,True
T13764,2021-09-08,C2091,laptop,6.0,525.3792688,paypal,failed,3152.2756128,regular,2021.0,9.0,True
T13773,2022-07-07,C126,coffee machine,6.0,525.3792688,cash,unknown,3152.2756128,regular,2022.0,7.0,True
T13780,2022-08-10,C3426,laptop,4.0,220.0798058,cash,failed,880.3192232,regular,2022.0,8.0,False
T13815,2022-07-06,C4440,coffee machine,8.0,252.3197434,pay pal,pending,2018.5579472,regular,2022.0,7.0,True
T13816,2020-06-05,C775,tablet,6.0,650.5172638,creditcard,completed,3903.1035828000004,regular,2020.0,6.0,True
T13821,2023-01-07,C3787,headphones,9.0,284.668561,credit card,pending,2562.017049,regular,2023.0,1.0,True
T13828,2023-12-06,C616,laptop,10.0,832.0557237,credit card,complete,8320.557237,regular,2023.0,12.0,True
T13836,2024-12-08,C3782,smartphone,644.0,525.3792688,paypal,unknown,338344.2491072,bulk,2024.0,12.0,True
T13839,2021-02-02,C2867,headphones,8.0,525.3792688,creditcard,complete,4203.0341504,regular,2021.0,2.0,True
T13847,2021-07-06,C109,headphones,9.0,525.3792688,paypal,unknown,4728.4134192,regular,2021.0,7.0,True
T13850,2023-06-07,C1629,laptop,6.0,443.4190043,paypal,failed,2660.5140258,regular,2023.0,6.0,True
T13859,2023-05-01,C905,smartphone,571.0,913.0578851,paypal,completed,521356.0523921,bulk,2023.0,5.0,True
T13875,2024-02-03,C678,headphones,5.0,555.6554213,credit card,complete,2778.2771064999997,regular,2024.0,2.0,True
T13877,2022-03-12,C1208,smartphone,1.0,525.3792688,pay pal,failed,525.3792688,regular,2022.0,3.0,False
T13880,2024-12-11,C1065,laptop,1.0,525.3792688,cash,unknown,525.3792688,regular,2024.0,12.0,False
T13885,2020-08-05,C4385,headphones,7.0,525.3792688,creditcard,completed,3677.6548816,regular,2020.0,8.0,True
T13890,2023-12-04,C2858,smartphon,6.0,525.3792688,cash,completed,3152.2756128,regular,2023.0,12.0,True
T13900,2023-11-09,C4374,headphones,5.0,680.871734,paypal,complete,3404.3586699999996,regular,2023.0,11.0,True
T13902,2024-03-08,C2444,laptop,1.0,72.20276649,paypal,complete,72.20276649,regular,2024.0,3.0,False
T13904,2023-03-06,unknown,tablet,3.0,331.84,paypal,completed,995.52,regular,2023.0,3.0,False
T13911,2021-10-11,C3096,laptop,296.0,419.643967,creditcard,pending,124214.61423199999,bulk,2021.0,10.0,True
T13922,2020-03-09,C151,tablet,7.0,525.3792688,paypal,completed,3677.6548816,regular,2020.0,3.0,True
T13927,2022-12-07,C2394,la,9.0,936.8076938,paypal,complete,8431.2692442,regular,2022.0,12.0,True
T13933,2023-10-11,C2313,coffee machine,515.0,525.3792688,pay pal,completed,270570.323432,bulk,2023.0,10.0,True
T13950,2020-03-10,C4071,tablet,6.0,347.3761466,cash,failed,2084.2568796,regular,2020.0,3.0,True
T13955,2024-08-09,C3875,coffee machine,493.0,525.3792688,pay pal,completed,259011.97951839998,bulk,2024.0,8.0,True
T13959,2021-10-08,C1367,coffee machine,844.0,525.3792688,credit card,unknown,443420.1028672,bulk,2021.0,10.0,True
T13966,2024-03-01,C1247,coffee machine,2.0,525.3792688,paypal,pending,1050.7585376,regular,2024.0,3.0,False
T13973,2022-03-11,C379,tablet,619.0,525.3792688,pay pal,pending,325209.7673872,bulk,2022.0,3.0,True
T13986,2020-04-12,C1375,smartphone,8.0,65.00584758,creditcard,failed,520.04678064,regular,2020.0,4.0,False
T13989,2023-06-07,C2166,coffee mach,4.0,215.9429113,pay pal,complete,863.7716452,regular,2023.0,6.0,False
T13995,2021-01-12,C3769,coffee machine,6.0,525.3792688,pay pal,failed,3152.2756128,regular,2021.0,1.0,True
T14008,2021-11-05,C4254,laptop,1.0,850.3426451,credit card,unknown,850.3426451,regular,2021.0,11.0,False
T14009,2022-02-09,C3542,coffee machine,406.0,406.75,pay pal,completed,165140.5,bulk,2022.0,2.0,True
T14020,2024-12-12,C3785,headphones,839.0,499.7974506,paypal,completed,419330.0610534,bulk,2024.0,12.0,True
T14028,2020-05-09,C3064,laptop,297.0,163.42,cash,completed,48535.74,bulk,2020.0,5.0,True
T14031,2023-11-02,C182,tablet,1.0,87.15916054,paypal,complete,87.15916054,regular,2023.0,11.0,False
T14045,2024-04-09,C097,smartphone,7.0,525.3792688,paypal,pending,3677.6548816,regular,2024.0,4.0,True
T14046,2022-06-12,C2972,coffee machine,6.0,525.3792688,credit card,complete,3152.2756128,regular,2022.0,6.0,True
T14048,2020-07-03,C432,headphones,9.0,289.0699516,cash,unknown,2601.6295644,regular,2020.0,7.0,True
T14054,2024-04-05,C1837,headphones,4.0,801.5140161,paypal,unknown,3206.0560644,regular,2024.0,4.0,True
T14061,2021-08-02,C2250,laptop,650.0,525.3792688,credit card,completed,341496.52472,bulk,2021.0,8.0,True
T14070,2020-05-04,C2329,headphones,9.0,519.3016979,pay pal,unknown,4673.7152811000005,regular,2020.0,5.0,True
T14076,2024-07-08,C1755,laptop,596.0,484.6007941,credit card,failed,288822.0732836,bulk,2024.0,7.0,True
T14083,2023-08-11,unknown,headphones,675.0,525.3792688,creditcard,pending,354631.00643999997,bulk,2023.0,8.0,True
T14091,2023-01-06,unknown,headphones,3.0,525.3792688,creditcard,complete,1576.1378064,regular,2023.0,1.0,False
T14103,2020-07-02,C4119,headphones,8.0,83.74655406,credit card,pending,669.97243248,regular,2020.0,7.0,False
T14104,2022-05-02,C262,tablet,1.0,525.3792688,credit card,failed,525.3792688,regular,2022.0,5.0,False
T14108,2021-09-06,unknown,coffee machine,1.0,224.2335149,credit card,unknown,224.2335149,regular,2021.0,9.0,False
T14114,2023-06-08,C2655,laptop,2.0,357.8621724,paypal,failed,715.7243448,regular,2023.0,6.0,False
T14123,2022-02-09,C1674,laptop,175.0,464.5415164,cash,failed,81294.76537,bulk,2022.0,2.0,True
T14125,2020-08-07,C2856,smartphone,138.0,525.3792688,paypal,failed,72502.3390944,bulk,2020.0,8.0,True
T14130,2021-08-07,C2094,smartphone,4.0,67.63,pay pal,failed,270.52,regular,2021.0,8.0,False
T14134,2021-06-05,C1664,smartphone,3.0,525.3792688,pay pal,completed,1576.1378064,regular,2021.0,6.0,False
T14137,2024-06-09,C2191,coffee machine,403.0,587.347108,paypal,pending,236700.88452400002,bulk,2024.0,6.0,True
T14154,2023-05-11,C1933,smartphone,146.0,525.3792688,credit card,unknown,76705.3732448,bulk,2023.0,5.0,True
T14164,2021-04-12,C1195,coffee machine,771.0,171.3360815,cash,unknown,132100.1188365,bulk,2021.0,4.0,True
T14175,2024-09-10,C4718,laptop,2.0,587.7889379,creditcard,pending,1175.5778758,regular,2024.0,9.0,False
T14177,2024-10-08,C4030,headphones,448.0,525.3792688,pay pal,unknown,235369.9124224,bulk,2024.0,10.0,True
T14178,2023-09-10,C2116,coffee machine,520.0,744.9173617,paypal,pending,387357.028084,bulk,2023.0,9.0,True
T14207,2021-12-02,C2575,tablet,111.0,525.3792688,cash,unknown,58317.098836799996,bulk,2021.0,12.0,True
T14208,2024-05-07,C3158,tablet,2.0,603.8833603,credit card,complete,1207.7667206,regular,2024.0,5.0,False
T14217,2024-05-12,C2028,tablet,872.0,284.9450744,cash,complete,248472.1048768,bulk,2024.0,5.0,True
T14242,2020-09-07,C025,smartphone,450.0,888.71,credit card,failed,399919.5,bulk,2020.0,9.0,True
T14247,2023-04-08,C2727,coffee machine,613.0,417.5964807,credit card,completed,255986.6426691,bulk,2023.0,4.0,True
T14261,2024-11-08,C3099,smartphone,2.0,337.7739749,paypal,unknown,675.5479498,regular,2024.0,11.0,False
T14262,2023-02-05,unknown,smartphone,2.0,736.7253761,pay pal,completed,1473.4507522,regular,2023.0,2.0,False
T14274,2022-06-04,C3512,tablet,767.0,525.3792688,cash,complete,402965.8991696,bulk,2022.0,6.0,True
T14279,2020-12-12,C2256,tablet,9.0,585.2430417,credit card,completed,5267.1873753,regular,2020.0,12.0,True
T14285,2020-11-09,C3182,smartphone,10.0,525.3792688,cash,completed,5253.7926879999995,regular,2020.0,11.0,True
T14306,2024-05-01,C4757,tablet,487.0,75.23692497,creditcard,completed,36640.38246039,bulk,2024.0,5.0,True
T14325,2022-12-09,unknown,coffee machine,6.0,525.3792688,creditcard,failed,3152.2756128,regular,2022.0,12.0,True
T14346,2023-02-07,C076,headphones,900.0,242.0157622,paypal,pending,217814.18598,bulk,2023.0,2.0,True
T14370,2023-04-11,C4210,coffee machine,9.0,473.9265862,creditcard,complete,4265.3392758,regular,2023.0,4.0,True
T14375,2021-03-05,C4116,smartphone,1.0,525.3792688,credit card,failed,525.3792688,regular,2021.0,3.0,False
T14393,2021-09-06,C2151,headphones,5.0,525.3792688,pay pal,complete,2626.8963439999998,regular,2021.0,9.0,True
T14402,2024-12-03,C469,tablet,4.0,525.3792688,credit card,pending,2101.5170752,regular,2024.0,12.0,True
T14403,2021-03-02,C3550,coffee machine,644.0,525.3792688,paypal,completed,338344.2491072,bulk,2021.0,3.0,True
T14404,2023-07-11,C2967,headphones,4.0,525.3792688,paypal,pending,2101.5170752,regular,2023.0,7.0,True
T14410,2020-05-09,C1078,coffee machine,10.0,525.3792688,paypal,complete,5253.7926879999995,regular,2020.0,5.0,True
T14411,2024-06-06,C1653,coffee machine,761.0,475.4588687,credit card,pending,361824.1990807,bulk,2024.0,6.0,True
T14412,2021-01-02,C3707,tablet,7.0,802.595308,creditcard,completed,5618.167156,regular,2021.0,1.0,True
T14414,2023-01-12,C749,laptop,10.0,279.3696594,pay pal,complete,2793.696594,regular,2023.0,1.0,True
T14417,2022-06-02,C1778,tablet,6.0,778.2761202,cash,failed,4669.6567212,regular,2022.0,6.0,True
T14418,2023-07-04,C3637,laptop,114.0,525.3792688,paypal,unknown,59893.2366432,bulk,2023.0,7.0,True
T14428,2022-08-05,C4546,coffee machine,6.0,641.9218964,credit card,completed,3851.5313784,regular,2022.0,8.0,True
T14433,2023-12-09,C244,smartphone,9.0,775.1845141,credit card,unknown,6976.6606269,regular,2023.0,12.0,True
T14440,2023-11-01,C314,headphones,8.0,525.3792688,creditcard,complete,4203.0341504,regular,2023.0,11.0,True
T14442,2022-07-09,C2649,smartphone,5.0,525.3792688,credit card,pending,2626.8963439999998,regular,2022.0,7.0,True
T14450,2023-01-10,C1468,coffee machine,8.0,745.654253,credit card,failed,5965.234024,regular,2023.0,1.0,True
T14457,2022-01-07,C4351,smartphone,6.0,166.2458526,paypal,complete,997.4751156,regular,2022.0,1.0,False
T14461,2023-11-01,unknown,tablet,6.0,870.8022979,creditcard,failed,5224.8137874,regular,2023.0,11.0,True
T100000,2023-04-10,C1805,tablet,2.0,89.37402346,paypal,failed,178.74804692,regular,2023.0,4.0,False
T14463,2022-10-08,C3654,tablet,9.0,742.8438097,paypal,completed,6685.594287299999,regular,2022.0,10.0,True
T14465,2022-07-01,C245,coffee machine,6.0,332.9630903,paypal,completed,1997.7785417999999,regular,2022.0,7.0,False
T14471,2022-02-05,C2616,lapt,522.0,754.6278305,credit card,pending,393915.72752099996,bulk,2022.0,2.0,True
T14498,2020-03-02,C1770,coffee machine,4.0,211.0689876,pay pal,pending,844.2759504,regular,2020.0,3.0,False
T14500,2020-05-04,C4367,smartph,7.0,377.2329884,paypal,complete,2640.6309188,regular,2020.0,5.0,True
T14502,2023-03-08,C1632,smartphone,405.0,903.2060895,pay pal,failed,365798.4662475,bulk,2023.0,3.0,True
T14506,2024-01-11,C4208,coffee machine,207.0,525.3792688,paypal,completed,108753.5086416,bulk,2024.0,1.0,True
T14518,2020-09-09,C3654,headphones,270.0,227.7969051,paypal,completed,61505.164377,bulk,2020.0,9.0,True
T14533,2024-10-01,C1287,tablet,285.0,525.3792688,pay pal,pending,149733.091608,bulk,2024.0,10.0,True
T14537,2020-11-10,C813,smartphone,7.0,954.7365539,paypal,pending,6683.1558773,regular,2020.0,11.0,True
T14542,2024-09-08,C275,tablet,5.0,116.0067706,paypal,completed,580.033853,regular,2024.0,9.0,False
T14553,2024-04-01,C4251,tablet,2.0,525.3792688,pay pal,completed,1050.7585376,regular,2024.0,4.0,False
T14564,2021-02-09,C3630,tablet,6.0,935.9390383,cash,complete,5615.6342298,regular,2021.0,2.0,True
T14570,2023-10-12,C2534,tablet,492.0,906.1077188,paypal,completed,445804.99764960003,bulk,2023.0,10.0,True
T14574,2021-09-08,C4833,coffee machine,1.0,525.3792688,credit card,completed,525.3792688,regular,2021.0,9.0,False
T14578,2022-03-06,C1704,laptop,3.0,525.3792688,creditcard,completed,1576.1378064,regular,2022.0,3.0,False
T14591,2024-09-02,C2476,headphones,647.0,514.3933654,credit card,failed,332812.5074138,bulk,2024.0,9.0,True
T14598,2021-11-01,unknown,headphones,9.0,304.4143766,paypal,completed,2739.7293894000004,regular,2021.0,11.0,True
T14603,2024-05-06,C3867,laptop,6.0,525.3792688,credit card,unknown,3152.2756128,regular,2024.0,5.0,True
T14607,2021-02-05,C901,coffee machine,351.0,560.9854893,cash,unknown,196905.9067443,bulk,2021.0,2.0,True
T14610,2020-03-07,C3055,smartphone,4.0,659.6881737,creditcard,pending,2638.7526948,regular,2020.0,3.0,True
T14620,2021-12-10,C939,headphones,2.0,893.4028423,creditcard,pending,1786.8056846,regular,2021.0,12.0,False
T14634,2022-05-05,C200,tablet,7.0,586.8791323,credit card,unknown,4108.1539261,regular,2022.0,5.0,True
T14637,2023-06-11,C2289,laptop,333.0,525.3792688,creditcard,unknown,174951.2965104,bulk,2023.0,6.0,True
T14645,2025-01-01,C2142,coffee machine,4.0,481.91,pay pal,unknown,1927.64,regular,2025.0,1.0,False
T14655,2024-07-12,C616,smartphone,7.0,889.0879001,paypal,failed,6223.615300699999,regular,2024.0,7.0,True
T14656,2025-06-01,C1757,headphones,10.0,761.458397,cash,complete,7614.58397,regular,2025.0,6.0,True
T14659,2020-01-05,C1930,laptop,9.0,525.3792688,cash,completed,4728.4134192,regular,2020.0,1.0,True
T14668,2022-12-03,C3735,headphones,6.0,358.3383107,credit card,completed,2150.0298642000002,regular,2022.0,12.0,True
T47190,2023-09-03,C4175,laptop,7.0,688.0748899,pay pal,pending,4816.5242293,regular,2023.0,9.0,True
T14693,2024-06-12,C1814,laptop,3.0,963.1499559,pay pal,failed,2889.4498677,regular,2024.0,6.0,True
T14702,2024-12-07,C2939,smartphone,548.0,897.3486458,credit card,complete,491747.0578984,bulk,2024.0,12.0,True
T14712,2020-07-10,C1855,coffee machine,6.0,525.3792688,credit card,unknown,3152.2756128,regular,2020.0,7.0,True
T14718,2024-07-10,C2680,smartphone,6.0,708.86,credit card,completed,4253.16,regular,2024.0,7.0,True
T14727,2021-06-04,C4262,smartphone,4.0,274.6063074,credit card,completed,1098.4252296,regular,2021.0,6.0,False
T14728,2020-11-02,C2432,coffee machine,600.0,525.3792688,paypal,unknown,315227.56127999997,bulk,2020.0,11.0,True
T14735,2021-02-08,C2834,smartphone,4.0,718.3725942,creditcard,completed,2873.4903768,regular,2021.0,2.0,True
T14742,2021-03-05,C3418,headphones,520.0,72.08474955,credit card,completed,37484.069766,bulk,2021.0,3.0,True
T14745,2021-02-02,C4928,coffee machine,6.0,525.3792688,creditcard,pending,3152.2756128,regular,2021.0,2.0,True
T14747,2021-11-03,C4320,laptop,10.0,806.768613,credit card,complete,8067.68613,regular,2021.0,11.0,True
T14749,2022-09-05,C262,laptop,720.0,272.157452,creditcard,unknown,195953.36544,bulk,2022.0,9.0,True
T14750,2024-10-06,C3512,coffee machine,1.0,193.47,cash,failed,193.47,regular,2024.0,10.0,False
T14768,2022-03-09,C3349,smartphone,406.0,525.3792688,paypal,pending,213303.9831328,bulk,2022.0,3.0,True
T14772,2022-06-08,C3165,coffee machine,4.0,312.963331,creditcard,pending,1251.853324,regular,2022.0,6.0,False
T14803,2023-08-10,C537,smartphone,991.0,525.3792688,credit card,complete,520650.85538079997,bulk,2023.0,8.0,True
T14809,2024-05-09,C1624,tablet,2.0,525.3792688,credit card,completed,1050.7585376,regular,2024.0,5.0,False
T14817,2020-04-03,C2309,smartphone,641.0,445.5772049,pay pal,pending,285614.9883409,bulk,2020.0,4.0,True
T14818,2021-02-05,C3723,laptop,6.0,626.6896742,pay pal,complete,3760.1380452000003,regular,2021.0,2.0,True
T14835,2022-01-09,C827,smartphone,7.0,525.3792688,cash,completed,3677.6548816,regular,2022.0,1.0,True
T14858,2023-12-01,C405,coffee machine,4.0,242.81,creditcard,pending,971.24,regular,2023.0,12.0,False
T14866,2023-01-05,C3911,laptop,8.0,525.3792688,credit card,unknown,4203.0341504,regular,2023.0,1.0,True
T14874,2021-08-06,unknown,coffee machine,2.0,525.3792688,paypal,unknown,1050.7585376,regular,2021.0,8.0,False
T14881,2020-07-07,C2411,tablet,122.0,525.3792688,creditcard,unknown,64096.2707936,bulk,2020.0,7.0,True
T14889,2020-04-11,C2116,tablet,2.0,850.7710597,paypal,completed,1701.5421194,regular,2020.0,4.0,False
T14899,2022-03-04,C186,headphones,934.0,983.3846416,cash,completed,918481.2552544,bulk,2022.0,3.0,True
T14935,2021-06-10,C3817,laptop,10.0,904.4473926,credit card,pending,9044.473925999999,regular,2021.0,6.0,True
T14943,2021-08-04,unknown,coffee machine,1.0,355.8485435,credit card,failed,355.8485435,regular,2021.0,8.0,False
T14948,2023-07-01,C3007,tablet,505.0,525.3792688,credit card,pending,265316.530744,bulk,2023.0,7.0,True
T14956,2020-12-11,C4205,laptop,259.0,410.021588,cash,completed,106195.591292,bulk,2020.0,12.0,True
T14967,2024-07-11,C3040,coffee machine,8.0,525.9841808,paypal,complete,4207.8734464,regular,2024.0,7.0,True
T14969,2021-08-07,C1905,t,5.0,525.3792688,credit card,unknown,2626.8963439999998,regular,2021.0,8.0,True
T14974,2024-04-04,C4303,laptop,5.0,852.6749545,cash,unknown,4263.3747725,regular,2024.0,4.0,True
T14975,2020-11-02,C2290,laptop,558.0,820.2888593,cash,failed,457721.1834894,bulk,2020.0,11.0,True
T14982,2020-11-05,C3977,smartphone,6.0,525.3792688,credit card,completed,3152.2756128,regular,2020.0,11.0,True
T14984,2022-07-08,C3754,laptop,7.0,869.2130963,paypal,unknown,6084.4916741,regular,2022.0,7.0,True
T14998,2021-10-01,C1326,coffee machine,8.0,179.5166363,credit card,unknown,1436.1330904,regular,2021.0,10.0,False
T15000,2024-01-02,C841,coffee machine,824.0,409.5149161,creditcard,completed,337440.2908664,bulk,2024.0,1.0,True
T15003,2021-06-10,C1998,tablet,929.0,525.3792688,paypal,pending,488077.3407152,bulk,2021.0,6.0,True
T15021,2021-04-05,C4004,coffee machine,898.0,548.5804339,credit card,failed,492625.2296422,bulk,2021.0,4.0,True
T15024,2024-02-09,C4261,laptop,458.0,536.89,credit card,completed,245895.62,bulk,2024.0,2.0,True
T15056,2022-04-05,C4909,coffee machine,4.0,200.2702291,paypal,completed,801.0809164,regular,2022.0,4.0,False
T15069,2021-11-07,C1007,smartphone,4.0,271.8445503,paypal,failed,1087.3782012,regular,2021.0,11.0,False
T15088,2022-05-01,C531,smartphone,6.0,555.8216162,paypal,complete,3334.9296972,regular,2022.0,5.0,True
T15097,2022-02-02,C1381,headphones,628.0,525.3792688,paypal,pending,329938.18080639996,bulk,2022.0,2.0,True
T15099,2024-04-03,C808,laptop,4.0,326.6684935,cash,pending,1306.673974,regular,2024.0,4.0,False
T15109,2020-06-01,C3865,smartphone,9.0,369.9446986,cash,failed,3329.5022873999997,regular,2020.0,6.0,True
T15116,2020-01-07,C3435,laptop,4.0,525.3792688,credit card,completed,2101.5170752,regular,2020.0,1.0,True
T15126,2020-07-06,C4655,headphones,120.0,277.530628,pay pal,unknown,33303.675359999994,bulk,2020.0,7.0,True
T15129,2024-07-01,C3431,headphone,487.0,177.2908977,paypal,failed,86340.66717989999,bulk,2024.0,7.0,True
T15133,2021-05-03,C3635,laptop,929.0,71.90267183,cash,complete,66797.58213007,bulk,2021.0,5.0,True
T15135,2024-06-01,C356,smartphone,10.0,525.3792688,cash,pending,5253.7926879999995,regular,2024.0,6.0,True
T15141,2023-09-01,C2688,smartphone,3.0,525.3792688,paypal,completed,1576.1378064,regular,2023.0,9.0,False
T15148,2021-03-09,C3419,smartphone,4.0,605.2479816,pay pal,failed,2420.9919264,regular,2021.0,3.0,True
T15151,2022-06-07,unknown,laptop,6.0,837.9585438,paypal,pending,5027.7512628,regular,2022.0,6.0,True
T15153,2020-01-01,C2165,smartphone,6.0,525.3792688,credit card,failed,3152.2756128,regular,2020.0,1.0,True
T15155,2022-03-06,C2233,headphones,8.0,832.9256116,paypal,unknown,6663.4048928,regular,2022.0,3.0,True
T15157,2023-04-08,C4109,coffee machine,6.0,560.1046242,paypal,complete,3360.6277452,regular,2023.0,4.0,True
T15160,2020-12-09,C1538,smartphone,4.0,525.3792688,cash,complete,2101.5170752,regular,2020.0,12.0,True
T15191,2022-07-09,C1227,coffee machine,8.0,132.2,paypal,unknown,1057.6,regular,2022.0,7.0,False
T15196,2022-08-09,unknown,laptop,378.0,525.3792688,pay pal,completed,198593.3636064,bulk,2022.0,8.0,True
T15198,2023-01-09,C2480,headphones,8.0,167.1352412,credit card,unknown,1337.0819296,regular,2023.0,1.0,False
T15208,2022-08-10,C3021,tablet,171.0,525.3792688,paypal,complete,89839.85496479999,bulk,2022.0,8.0,True
T15211,2022-09-07,C4973,coffee machine,112.0,984.518278,pay pal,pending,110266.04713600001,bulk,2022.0,9.0,True
T15213,2023-07-04,C4075,laptop,9.0,674.2741003,paypal,failed,6068.4669027,regular,2023.0,7.0,True
T15216,2025-11-01,C2035,laptop,7.0,994.0007887,credit card,completed,6958.0055209,regular,2025.0,11.0,True
T15217,2022-08-03,C3506,headphones,6.0,442.8238398,paypal,failed,2656.9430388,regular,2022.0,8.0,True
T15230,2024-12-10,C785,tablet,918.0,734.5068187,paypal,complete,674277.2595666001,bulk,2024.0,12.0,True
T15237,2021-06-11,C3628,headphones,424.0,407.43,credit card,pending,172750.32,bulk,2021.0,6.0,True
